ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid
ACCO,2014,113700000,1689200000,137000000,91600000,778800000,2215100000,800000,395400000,787700000,1534100000,-1053100000,171700000,
ACCO,2015,108800000,1510400000,131400000,85900000,653600000,1953400000,0,355300000,720500000,1372200000,-967200000,171200000,
ACCO,2016,107000000,1557100000,125100000,95500000,670700000,2064500000,4800000,406400000,627700000,1355800000,-871700000,165900000,
ACCO,2017,108100000,1948800000,158100000,131700000,829600000,2799100000,43200000,538400000,889200000,2025000000,-739200000,204900000,
ACCO,2018,104800000,1941200000,157900000,106700000,880200000,2786400000,39500000,599200000,843000000,1996700000,-656800000,194800000,-25100000
ACET,2011,3701967,412428000,16962000,8968000,198615000,311665000,6247000,83186000,48750000,150844000,90713000,15845000,-5206000
ACET,2012,3799282,444388000,24740000,16981000,191969000,299280000,6713000,73641000,39052000,131277000,102344000,14981000,-5331000
ACET,2013,3865445,499690000,34550000,22328000,218300000,323430000,11714000,89907000,20355000,128790000,118615000,25476000,-6016000
ACET,2014,4001343,510179000,44674000,29000000,276354000,467984000,8343000,118523000,97158000,234400000,140768000,25056000,-6806000
ACET,2015,4105660,542944000,49858000,30878000,310310000,489774000,10197000,125000000,99960000,235563000,167208000,8343000,-6964000
ACET,2016,4159819,558524000,53854000,34766000,350056000,538173000,197000,98906000,118592000,236336000,192199000,31831000,-7084000
ACET,2017,4613241,638318000,17361000,11376000,471555000,1038185000,14466000,222805000,339200000,633118000,195680000,44567000,-7831000
ACET,2018,5032366,711359000,-292822000,-316121000,502627000,767024000,14482000,302518000,302916000,671739000,-126737000,101806000,-6288000
ACF,2018,134637387,14016000000,1893000000,1570000000,58124000000,1.1E+11,42835000000,49586000000,48153000000,98261000000,4667000000,7372000000,-434000000
ACGL,2009,536043249,3501622000,897653000,876945000,10799452000,15375790000,,8845045000,774065000,11052441000,3605809000,992647000,-25844000
ACGL,2010,451635444,3244067000,850401000,842672000,10747276000,16279228000,,8877382000,1518768000,11766225000,4422553000,802074000,-25844000
ACGL,2011,396665910,3063307000,426370000,436163000,11513155000,17105357000,,9508828000,1592583000,12513283000,4796655000,866112000,-25844000
ACGL,2012,403338474,3482381000,589387000,593397000,11379426000,17816762000,,9545632000,1454274000,12647884000,5354361000,921603000,-28381000
ACGL,2013,394066176,3526157000,742505000,709731000,12199011000,19566094000,,9861820000,2160413000,13918598000,6042154000,850868000,-21938000
ACGL,2014,392452830,3988873000,844247000,834355000,12888667000,22006081000,,10051993000,2419645000,14887435000,6854571000,1037130000,-21938000
ACGL,2015,365358381,3936590000,567194000,537738000,12741035000,23138931000,,10413306000,3032156000,16028376000,7332032000,997906000,-21938000
ACGL,2016,362376342,4463556000,855552000,692738000,16344897000,29372109000,,11845957000,4506751000,20060984000,7996701000,1396644000,-28070000
ACGL,2017,404138364,5627375000,757277000,619278000,17242332000,32051658000,,13092300000,4850926000,21805723000,8562889000,1112617000,-46041000
ACGL,2018,404347621,5450568000,841772000,757971000,16109485000,32218329000,,13128956000,4661428000,21780650000,9426299000,1559322000,-41645000
ACHC,2010,17633000,62103000,7158000,6210000,16924000,45395000,9984000,18059000,,45395000,,8195000,-2297000
ACHC,2011,18757000,216498000,-38466000,-34892000,112605000,412996000,6750000,40668000,270709000,316631000,-44580000,-20666000,-375000
ACHC,2012,38477000,407461000,32829000,20403000,140981000,983413000,7680000,71851000,465638000,550863000,-24177000,33898000,
ACHC,2013,50004000,713408000,69245000,42579000,145126000,1224659000,15195000,114690000,601941000,743949000,18402000,65562000,
ACHC,2014,55063000,1004601000,126154000,83040000,274143000,2206955000,26965000,165934000,1052670000,1325990000,101442000,115286000,
ACHC,2015,68085000,1794492000,164753000,112554000,294736000,4279208000,45360000,290203000,2195384000,2588125000,213996000,240403000,
ACHC,2016,85701000,2810914000,32955000,6143000,427927000,6024726000,34805000,342865000,3253004000,3839248000,220139000,361478000,
ACHC,2017,86948000,2836316000,236798000,199835000,471550000,6424502000,34830000,377389000,3205058000,3829214000,428573000,399577000,
ACHC,2018,87288000,3012442000,-168954000,-175750000,450417000,6172504000,34112000,416377000,3159375000,3810391000,252823000,414080000,
ACIA,2015,6429000,239056000,39805000,40520000,103445000,130744000,,48298000,,119474000,8015000,22450000,
ACIA,2016,25307000,478412000,114621000,131577000,462375000,516936000,,80668000,,82141000,138914000,101214000,
ACIA,2017,38920000,385166000,40303000,38508000,447247000,611250000,,85626000,,109200000,177422000,63523000,
ACIA,2018,40259000,339891000,-404000,4916000,454044000,601859000,,83599000,,99132000,182540000,83085000,
ACLS,2010,26130500,275212000,-17261000,-17573000,228630000,280872000,,68129000,,75305000,-293520000,-5892000,
ACLS,2011,26558500,319416000,7471000,5077000,212033000,269245000,,47472000,,54690000,-288443000,3533000,
ACLS,2012,26904750,203385000,-32388000,-34034000,175225000,222158000,,29782000,,36082000,-322477000,-10597000,
ACLS,2013,27217250,195632000,-16104000,-17144000,184908000,233549000,471000,35460000,14529000,57547000,-339621000,-15042000,
ACLS,2014,27862000,203051000,-10167000,-11266000,185135000,227654000,14530000,52098000,,59302000,-350887000,-16045000,
ACLS,2015,28595000,301495000,15205000,14678000,229957000,281784000,,44368000,,98020000,-342705000,18267000,
ACLS,2016,29195000,266980000,11024000,11001000,240729000,302231000,,47731000,,100776000,-331704000,-8788000,
ACLS,2017,30866000,410561000,43831000,126959000,339775000,488218000,,79287000,,134608000,-204745000,56284000,
ACLS,2018,32286000,442575000,54705000,45885000,396771000,548441000,,84997000,,140104000,-157260000,46965000,
ACLZ,2012,52439242,5800622,215115,492948,948527,1088824,176244,485386,123081,608467,-15843095,166059,
ACLZ,2013,57022279,9653865,-209761,93776,2284012,4003671,,1786318,,1786318,-15749319,749198,
ACLZ,2014,60844694,16460030,-3253255,-3253255,3084501,4976393,,1408970,2900000,4308970,-19002574,-2621600,
ACLZ,2015,63659639,21396952,-6264038,-6264038,2981023,5062769,0,6845627,0,6845627,-25266612,-2087765,
ACLZ,2016,65129153,23753446,-3851584,-3851584,4357924,7393624,506867,5238271,4588227,11313998,-29118196,320912,
ACLZ,2017,65413094,24104624,-2424488,-2424488,3457862,7575914,1224194,7059026,4670926,12792452,-31542684,-1470182,
ACLZ,2018,66060038,21729605,-11417440,-11417440,2413606,2573852,,6861284,,16047027,-42960124,-3460496,
ACM,2009,108003000,6119465000,277888000,189696000,2214535000,3789881000,29107000,1556739000,142102000,2035476000,414345000,228640000,
ACM,2010,114344000,6545791000,341117000,236887000,2946499000,5242909000,16441000,1852260000,914686000,3104440000,651105000,158635000,
ACM,2011,117396000,8037374000,384180000,275800000,2990066000,5789328000,17746000,1814446000,1144723000,3394191000,826946000,132012000,
ACM,2012,111875000,8218180000,17483000,-58567000,3147293000,5664568000,162591000,2078402000,907141000,3440080000,606089000,433352000,
ACM,2013,100618000,8153495000,335774000,239243000,3131602000,5665623000,84265000,2053549000,1089060000,3591529000,472155000,408598000,
ACM,2014,97226000,8356783000,314788000,229854000,3434113000,6123377000,64413000,2455769000,939565000,3850897000,677181000,360625000,
ACM,2015,149605000,17989880000,-151470000,-154845000,6246085000,14014298000,160411000,4836052000,4446527000,10383355000,522336000,764433000,
ACM,2016,154772000,17410825000,125555000,96109000,6000771000,13669936000,366324000,5304756000,3702157000,10117447000,618445000,814155000,
ACM,2017,155728000,18203402000,429182000,339390000,6682222000,14396956000,142000000,5578379000,3702109000,10182270000,961640000,696654000,
ACM,2018,159101000,20155512000,177484000,136468000,7127322000,14681131000,143051000,6129677000,3483746000,10402757000,948148000,774553000,
ACM,2019,157044000,20173329000,-184120000,-261050000,7534645000,14461591000,117185000,6461754000,3285755000,10562241000,599548000,777616000,
ACN,2009,623007198,23170968000,2677736000,1589963000,8990514000,12255734000,594000,6238959000,361000,8869528000,3947129000,3160202000,-378446000
ACN,2010,637170234,23094078000,2914369000,1780656000,9563625000,12835253000,143000,6567604000,1445000,9560530000,4634329000,3091620000,-824148000
ACN,2011,645631170,27352914000,3512022000,2277677000,11471183000,15731510000,4419000,7906589000,0,11380638000,6281517000,3441739000,-643642000
ACN,2012,643132601,29777985000,3904174000,2553510000,12587931000,16665415000,11000,8109205000,22000,12040987000,7904242000,4256852000,-950857000
ACN,2013,645536995,30394285000,4339294000,3281878000,11844178000,16867049000,0,8160990000,25600000,11439220000,10069844000,3303128000,-1121738000
ACN,2014,634216250,31874678000,4297701000,2941498000,11904442000,17930452000,330000,8158079000,26403000,11645115000,11758131000,3486085000,-1254916000
ACN,2015,626799586,32914424000,4410530000,3053581000,10700074000,18202647000,1848000,8491006000,25587000,11555076000,13470008000,4092137000,-1353471000
ACN,2016,624797820,34797661000,5603572000,4111892000,11976222000,20609004000,2773000,8878924000,24457000,12419628000,7879960000,4575115000,-1438138000
ACN,2017,620104250,36765478000,4616032000,3445149000,12097289000,22689890000,2907000,9824279000,22163000,12979690000,7081855000,4973039000,-1567578000
ACN,2018,628451742,41603428000,5808093000,4059907000,13585559000,24449083000,5337000,10151751000,19676000,13724495000,7952413000,6026691000,-1708724000
ACN,2019,638098125,43215013000,6251797000,4779112000,15450601000,29789880000,6411000,11061896000,16247000,14962189000,10421538000,6626953000,-1864353000
ACPW,2010,15965000,64955000,-3966000,-3925000,37199000,39518000,,18117000,,18696000,-253801000,68000,
ACPW,2011,16104000,75482000,-7094000,-7094000,31762000,35027000,,18009000,,18735000,-260895000,-6650000,
ACPW,2012,18584000,76315000,-1922000,-1922000,43032000,45799000,,19087000,,19800000,-262817000,-5990000,
ACPW,2013,19329000,61699000,-8351000,-8351000,34556000,37907000,,16860000,,17601000,-271168000,-1307000,
ACPW,2014,22494000,49136000,-12575000,-12827000,33731000,36098000,,16484000,,17305000,-283995000,-7228000,
ACPW,2015,23167000,0,-1325000,-6459000,28403000,30595000,,16457000,,17040000,-290454000,-1579000,
ACPW,2016,23211000,0,-1446000,-15866000,1675000,1852000,,1670000,,1670000,-306320000,-7169000,
ACRX,2010,656650,,-14344000,-14344000,5779000,6830000,12009000,13411000,,16781000,-68563000,-12225000,
ACRX,2011,17344727,1072000,-20101000,-20101000,38146000,40835000,3804000,7845000,15275000,23367000,-88664000,-15287000,
ACRX,2012,22124637,2394000,-33363000,-33363000,61766000,64520000,7443000,14331000,8530000,30673000,-122027000,-24582000,
ACRX,2013,39746678,29502000,-23426000,-23426000,104560000,110031000,,6868000,14364000,36872000,-145453000,-487000,
ACRX,2014,43427111,5217000,-33353000,-33353000,76298000,86416000,6859000,13731000,18015000,39760000,-178806000,-34456000,
ACRX,2015,44300099,19263000,-23639000,-24399000,118947000,127785000,4541000,12780000,16381000,94672000,-203205000,-19953000,
ACRX,2016,45313118,17357000,-43191000,-43157000,89053000,99993000,2912000,10191000,18637000,105330000,-246362000,-29395000,
ACRX,2017,46883535,7995000,-52209000,-51508000,63413000,75552000,7727000,13660000,11369000,112061000,-297870000,-29765000,
ACRX,2018,58408548,2151000,-47147000,-47149000,107994000,120533000,8611000,15928000,3380000,116280000,-345019000,-29075000,
ACT,2009,105000000,2793000000,362600000,222000000,1769500000,5903500000,307600000,1047900000,1150200000,2880400000,1640100000,376800000,
ACT,2010,122400000,3566900000,250600000,184400000,1786700000,5686600000,0,808000000,1016100000,2404000000,1824500000,571000000,
ACT,2011,124500000,4584400000,456000000,260900000,2569700000,6698300000,184500000,1839500000,848500000,3135800000,2085400000,632000000,
ACT,2012,125800000,5914900000,245100000,97300000,3838300000,14114800000,176200000,2749300000,6257100000,10258400000,2182700000,665800000,
ACW,2011,47277000,804537000,-9743000,-17031000,240149000,868862000,,128489000,323082000,611479000,-143563000,-1537000,
ACW,2012,47378000,794634000,-175032000,-178007000,162714000,677816000,,106761000,324133000,612943000,-321570000,28728000,
ACW,2013,47548000,642883000,-36579000,-38313000,149268000,611777000,,89999000,330183000,549893000,-359883000,-1926000,
ACW,2014,47708000,705178000,-4581000,-2307000,149880000,598422000,0,97071000,323234000,567619000,-362190000,32515000,
ACW,2015,47961000,685574000,-8099000,-7634000,151930000,603619000,10286000,121898000,304254000,532765000,-369824000,42737000,
ACY,2010,1543257,30076600,2524400,1648100,6188700,133011300,,73442400,,90870700,27863000,4624400,
ACY,2011,1543257,23181700,-1932600,-1450400,6581000,130826000,,72434100,,90135800,26412600,2909600,
ACY,2012,1543257,27872100,7886700,5189000,8758800,152426500,,85126900,,106547300,31601600,24916300,
ACY,2013,1543257,34423400,12673100,8343900,11679700,164634300,,97660600,,118499400,31857300,6872600,
ACY,2014,1543257,25559300,-17245800,-11294000,10907900,197670500,,148990000,,162829600,20563300,5235400,
ACY,2015,1544285,26563800,10021300,6437600,25766900,181025000,,124329700,,139746500,27000900,10556800,
ACY,2016,1566699,25350000,1972000,1221700,25936300,218736100,,159472200,,176235900,28222600,11344500,
ACY,2017,1449576,34464900,3432700,7399200,41311700,236409900,,180509500,,189043200,35621800,14570700,
ACY,2018,1449261,30525100,-9054000,-8081200,33063200,217152200,131092200,136524900,31802300,175864300,27540600,17941200,
ADBE,2008,539373000,3579889000,1078508000,871814000,2735103000,5821598000,,762599000,350000000,1411244000,4913406000,1280682000,
ADBE,2009,524470000,2945853000,701520000,386508000,2473624000,7282237000,0,844553000,1000000000,2391669000,5299914000,1117794000,
ADBE,2010,519045000,3800000000,943151000,774680000,3216050000,8141148000,8799000,1068088000,1513662000,2948761000,5980914000,1112995000,
ADBE,2011,497469000,4216258000,1035230000,832847000,3771451000,8991183000,9212000,1250779000,1505096000,3208070000,6528735000,1543314000,
ADBE,2012,494731000,4403677000,1118794000,832775000,4397066000,10040229000,11217000,1271752000,1496938000,3375047000,7003003000,1499580000,
ADBE,2013,501372000,4055240000,356141000,289985000,4045929000,10380298000,14676000,1525648000,1499297000,3655664000,6928964000,1151686000,
ADBE,2014,497867000,4147065000,361376000,268395000,4602328000,10785829000,603229000,2494435000,911086000,4009924000,6924294000,1287482000,
ADBE,2015,498764000,4795511000,873781000,629551000,4821892000,11726472000,,2213556000,1907231000,4724892000,7253431000,1469502000,
ADBE,2016,498345000,5854430000,1435138000,1168782000,5839774000,12697246000,,2811635000,1892200000,5272411000,8114517000,2199728000,
ADBE,2017,493632000,7301505000,2137641000,1693954000,7247813000,14535556000,,3527457000,1881421000,6075687000,9573870000,2912853000,
ADBE,2018,490564000,9030008000,2793876000,2590774000,4857039000,18768682000,,4301126000,4124800000,9406568000,11815597000,4029304000,
ADES,2012,19829000,16316000,-13115000,-13129000,25291000,75749000,559000,49397000,2305000,55886000,-79765000,-16399000,
ADES,2013,20103000,13286000,-15524000,-15987000,55355000,73524000,0,42559000,0,79691000,-112275000,3621000,
ADES,2014,21554000,16923000,1683000,1387000,54429000,93699000,1479000,47157000,14431000,94396000,-110888000,3423000,
ADES,2015,21773000,62739000,-30121000,-30141000,24715000,60775000,14513000,50092000,13512000,85753000,-141029000,-21218000,0
ADES,2016,21931000,50622000,36740000,97678000,38908000,107296000,,23711000,,31131000,-43351000,19993000,0
ADES,2017,21367000,35692000,52025000,27873000,36888000,82618000,,6878000,,9163000,-15478000,37127000,-15690000
ADES,2018,19901000,23945000,45877000,35454000,59776000,159664000,24067000,40719000,50058000,91717000,12914000,37286000,-20165000
ADI,2008,292688000,2582931000,666102000,786284000,2089577000,3090992000,,569058000,0,670729000,2419908000,669368000,-222530000
